VendaID,Data,LojaID,ProdutoID,VendedorID,Quantidade,PrecoUnitarioCentavos,CustoUnitarioCentavos,DescontoPct,Status
VEN00731,2025-10-31,L02,P02,VND03,4,6100,3500,0,Cancelada
VEN00732,2025-05-08,L02,P02,VND04,5,6100,3500,0,Concluida
VEN00733,2025-09-26,L04,P04,VND08,2,9700,5600,10,Concluida
VEN00734,2025-10-06,L02,P05,VND03,3,11500,6650,10,Concluida
VEN00735,2025-08-24,L01,P11,VND02,1,22300,12950,10,Concluida
VEN00736,2025-11-22,L04,P08,VND08,1,16900,9800,10,Concluida
VEN00737,2025-05-21,L03,P01,VND05,3,4300,2450,0,Concluida
VEN00738,2025-01-24,L03,P03,VND06,4,7900,4550,5,Concluida
VEN00739,2025-10-24,L05,P09,VND09,3,18700,10850,5,Concluida
VEN00740,2025-12-18,L03,P05,VND05,2,11500,6650,5,Concluida
VEN00741,2025-10-09,L08,P04,VND15,5,9700,5600,0,Concluida
VEN00742,2025-12-12,L07,P12,VND14,3,24100,14000,0,Concluida
VEN00743,2025-02-02,L06,P04,VND12,2,9700,5600,5,Concluida
VEN00744,2025-03-08,L05,P06,VND09,2,13300,7700,5,Concluida
VEN00745,2025-09-04,L01,P02,VND01,4,6100,3500,10,Concluida
VEN00746,2025-09-06,L08,P10,VND16,2,20500,11900,10,Concluida
VEN00747,2025-10-08,L04,P11,VND08,5,22300,12950,0,Concluida
VEN00748,2025-06-19,L07,P07,VND13,4,15100,8750,0,Cancelada
VEN00749,2025-11-09,L06,P05,VND12,4,11500,6650,0,Concluida
VEN00750,2025-11-09,L08,P04,VND16,4,9700,5600,0,Concluida
VEN00751,2025-03-02,L01,P12,VND02,1,24100,14000,5,Concluida
VEN00752,2025-01-10,L02,P02,VND03,5,6100,3500,0,Concluida
VEN00753,2025-05-08,L02,P07,VND03,1,15100,8750,0,Concluida
VEN00754,2025-07-14,L08,P02,VND15,2,6100,3500,5,Concluida
VEN00755,2025-03-03,L04,P03,VND08,3,7900,4550,0,Concluida
VEN00756,2025-07-26,L03,P04,VND05,3,9700,5600,0,Concluida
VEN00757,2025-04-05,L07,P07,VND13,3,15100,8750,5,Concluida
VEN00758,2025-12-24,L02,P09,VND04,5,18700,10850,5,Concluida
VEN00759,2025-02-25,L07,P01,VND13,5,4300,2450,10,Concluida
VEN00760,2025-05-24,L04,P10,VND08,3,20500,11900,0,Concluida
VEN00761,2025-10-24,L06,P12,VND11,2,24100,14000,0,Concluida
VEN00762,2025-06-02,L08,P04,VND16,5,9700,5600,5,Concluida
VEN00763,2025-09-16,L03,P04,VND05,3,9700,5600,0,Concluida
VEN00764,2025-03-11,L06,P09,VND12,3,18700,10850,0,Concluida
VEN00765,2025-10-13,L05,P02,VND10,3,6100,3500,0,Cancelada
VEN00766,2025-01-31,L06,P06,VND11,3,13300,7700,0,Concluida
VEN00767,2025-01-11,L01,P09,VND02,4,18700,10850,5,Concluida
VEN00768,2025-02-26,L08,P05,VND16,1,11500,6650,0,Concluida
VEN00769,2025-03-24,L02,P09,VND03,5,18700,10850,0,Concluida
VEN00770,2025-06-17,L05,P12,VND09,1,24100,14000,0,Concluida
VEN00771,2025-07-09,L04,P08,VND07,1,16900,9800,0,Concluida
VEN00772,2025-03-14,L02,P05,VND03,4,11500,6650,10,Concluida
VEN00773,2025-02-05,L04,P09,VND07,5,18700,10850,5,Concluida
VEN00774,2025-08-19,L08,P11,VND15,2,22300,12950,10,Concluida
VEN00775,2025-02-28,L08,P04,VND15,4,9700,5600,10,Concluida
VEN00776,2025-04-10,L05,P08,VND09,3,16900,9800,0,Concluida
VEN00777,2025-01-18,L06,P02,VND12,5,6100,3500,0,Concluida
VEN00778,2025-03-30,L01,P04,VND01,2,9700,5600,0,Concluida
VEN00779,2025-07-22,L07,P05,VND14,5,11500,6650,10,Concluida
VEN00780,2025-06-28,L07,P04,VND13,2,9700,5600,5,Concluida
VEN00781,2025-11-17,L05,P09,VND09,1,18700,10850,10,Concluida
VEN00782,2025-12-23,L04,P05,VND08,1,11500,6650,5,Cancelada
VEN00783,2025-04-08,L02,P11,VND03,3,22300,12950,5,Concluida
VEN00784,2025-03-30,L07,P02,VND13,3,6100,3500,0,Concluida
VEN00785,2025-06-12,L03,P12,VND05,5,24100,14000,0,Concluida
VEN00786,2025-05-16,L04,P11,VND08,1,22300,12950,5,Concluida
VEN00787,2025-10-21,L04,P01,VND08,5,4300,2450,0,Concluida
VEN00788,2025-01-09,L06,P12,VND12,5,24100,14000,0,Concluida
VEN00789,2025-07-27,L04,P09,VND07,2,18700,10850,0,Concluida
VEN00790,2025-12-03,L06,P05,VND12,2,11500,6650,0,Concluida
VEN00791,2025-10-04,L05,P10,VND10,3,20500,11900,5,Concluida
VEN00792,2025-09-04,L08,P04,VND15,5,9700,5600,5,Concluida
VEN00793,2025-02-16,L07,P03,VND13,2,7900,4550,5,Concluida
VEN00794,2025-04-07,L06,P10,VND12,5,20500,11900,10,Concluida
VEN00795,2025-09-26,L07,P12,VND13,3,24100,14000,0,Concluida
VEN00796,2025-08-15,L01,P08,VND02,4,16900,9800,0,Concluida
VEN00797,2025-10-09,L03,P02,VND05,1,6100,3500,10,Concluida
VEN00798,2025-04-25,L03,P04,VND06,3,9700,5600,10,Concluida
VEN00799,2025-06-26,L01,P05,VND01,4,11500,6650,10,Cancelada
VEN00800,2025-06-15,L04,P11,VND07,5,22300,12950,5,Concluida
VEN00801,2025-08-27,L04,P04,VND08,4,9700,5600,0,Concluida
VEN00802,2025-04-14,L01,P11,VND01,5,22300,12950,0,Concluida
VEN00803,2025-08-18,L06,P04,VND12,5,9700,5600,0,Concluida
VEN00804,2025-08-06,L01,P08,VND01,1,16900,9800,5,Concluida
VEN00805,2025-04-08,L01,P11,VND01,2,22300,12950,0,Concluida
VEN00806,2025-09-05,L05,P03,VND10,1,7900,4550,0,Concluida
VEN00807,2025-05-09,L07,P02,VND14,3,6100,3500,5,Concluida
VEN00808,2025-12-23,L05,P03,VND09,4,7900,4550,0,Concluida
VEN00809,2025-07-13,L04,P03,VND08,3,7900,4550,10,Concluida
VEN00810,2025-07-13,L02,P11,VND04,1,22300,12950,0,Concluida
VEN00811,2025-09-19,L04,P09,VND07,5,18700,10850,10,Concluida
VEN00812,2025-11-01,L08,P12,VND15,1,24100,14000,5,Concluida
VEN00813,2025-07-22,L02,P11,VND03,2,22300,12950,10,Concluida
VEN00814,2025-12-09,L03,P11,VND06,4,22300,12950,5,Concluida
VEN00815,2025-12-24,L01,P06,VND01,4,13300,7700,0,Concluida
VEN00816,2025-09-21,L06,P09,VND12,2,18700,10850,5,Cancelada
VEN00817,2025-05-24,L02,P05,VND03,2,11500,6650,10,Concluida
VEN00818,2025-12-17,L08,P12,VND15,1,24100,14000,5,Concluida
VEN00819,2025-09-12,L06,P06,VND11,2,13300,7700,10,Concluida
VEN00820,2025-02-19,L08,P08,VND16,4,16900,9800,0,Concluida
VEN00821,2025-07-31,L06,P07,VND12,2,15100,8750,0,Concluida
VEN00822,2025-05-27,L06,P02,VND12,5,6100,3500,0,Concluida
VEN00823,2025-02-17,L03,P08,VND06,5,16900,9800,10,Concluida
VEN00824,2025-07-23,L07,P08,VND13,1,16900,9800,0,Concluida
VEN00825,2025-09-23,L05,P06,VND10,3,13300,7700,10,Concluida
VEN00826,2025-06-12,L04,P09,VND08,1,18700,10850,5,Concluida
VEN00827,2025-07-28,L07,P01,VND13,4,4300,2450,10,Concluida
VEN00828,2025-04-22,L06,P05,VND11,4,11500,6650,0,Concluida
VEN00829,2025-01-11,L04,P12,VND08,5,24100,14000,0,Concluida
VEN00830,2025-01-27,L03,P10,VND06,1,20500,11900,0,Concluida
VEN00831,2025-06-17,L01,P12,VND01,3,24100,14000,5,Concluida
VEN00832,2025-11-12,L03,P07,VND05,1,15100,8750,10,Concluida
VEN00833,2025-05-31,L07,P11,VND14,5,22300,12950,10,Cancelada
VEN00834,2025-02-19,L04,P02,VND07,1,6100,3500,0,Concluida
VEN00835,2025-10-29,L02,P11,VND03,1,22300,12950,0,Concluida
VEN00836,2025-12-22,L05,P11,VND10,2,22300,12950,0,Concluida
VEN00837,2025-05-23,L04,P11,VND07,3,22300,12950,5,Concluida
VEN00838,2025-01-18,L02,P04,VND03,4,9700,5600,5,Concluida
VEN00839,2025-05-15,L06,P11,VND11,2,22300,12950,0,Concluida
VEN00840,2025-09-10,L07,P06,VND14,1,13300,7700,0,Concluida
VEN00841,2025-10-13,L07,P03,VND13,4,7900,4550,10,Concluida
VEN00842,2025-11-17,L03,P07,VND06,4,15100,8750,0,Concluida
VEN00843,2025-10-09,L06,P01,VND12,4,4300,2450,10,Concluida
VEN00844,2025-01-06,L01,P06,VND02,4,13300,7700,5,Concluida
VEN00845,2025-06-15,L01,P01,VND02,4,4300,2450,0,Concluida
VEN00846,2025-07-17,L01,P01,VND02,3,4300,2450,0,Concluida
VEN00847,2025-12-13,L07,P06,VND14,2,13300,7700,5,Concluida
VEN00848,2025-03-19,L01,P01,VND01,1,4300,2450,0,Concluida
VEN00849,2025-11-19,L03,P06,VND05,5,13300,7700,0,Concluida
VEN00850,2025-12-30,L02,P03,VND03,5,7900,4550,0,Cancelada
VEN00851,2025-09-27,L02,P12,VND03,4,24100,14000,0,Concluida
VEN00852,2025-11-17,L07,P11,VND14,5,22300,12950,5,Concluida
VEN00853,2025-11-13,L04,P02,VND08,2,6100,3500,5,Concluida
VEN00854,2025-11-23,L02,P07,VND03,4,15100,8750,0,Concluida
VEN00855,2025-04-01,L07,P10,VND14,1,20500,11900,10,Concluida
VEN00856,2025-10-12,L05,P12,VND09,3,24100,14000,0,Concluida
VEN00857,2025-11-04,L03,P10,VND05,5,20500,11900,5,Concluida
VEN00858,2025-02-02,L06,P12,VND11,2,24100,14000,0,Concluida
VEN00859,2025-11-30,L02,P05,VND04,5,11500,6650,5,Concluida
VEN00860,2025-08-21,L05,P10,VND09,2,20500,11900,0,Concluida
VEN00861,2025-04-02,L01,P05,VND01,2,11500,6650,10,Concluida
VEN00862,2025-10-06,L04,P02,VND07,5,6100,3500,5,Concluida
VEN00863,2025-06-04,L06,P06,VND11,3,13300,7700,0,Concluida
VEN00864,2025-08-12,L05,P08,VND10,2,16900,9800,0,Concluida
VEN00865,2025-11-29,L03,P04,VND06,1,9700,5600,0,Concluida
VEN00866,2025-07-08,L05,P01,VND09,1,4300,2450,0,Concluida
VEN00867,2025-01-27,L03,P06,VND06,1,13300,7700,0,Cancelada
VEN00868,2025-02-26,L03,P12,VND06,1,24100,14000,0,Concluida
VEN00869,2025-07-28,L08,P09,VND15,3,18700,10850,10,Concluida
VEN00870,2025-08-31,L08,P03,VND15,3,7900,4550,5,Concluida
VEN00871,2025-03-13,L08,P07,VND15,2,15100,8750,0,Concluida
VEN00872,2025-08-15,L06,P10,VND12,1,20500,11900,0,Concluida
VEN00873,2025-03-07,L02,P06,VND03,1,13300,7700,0,Concluida
VEN00874,2025-08-02,L02,P08,VND04,1,16900,9800,0,Concluida
VEN00875,2025-10-21,L08,P12,VND16,5,24100,14000,5,Concluida
VEN00876,2025-02-03,L06,P06,VND12,4,13300,7700,0,Concluida
VEN00877,2025-04-04,L02,P12,VND04,5,24100,14000,10,Concluida
VEN00878,2025-05-21,L07,P08,VND13,1,16900,9800,0,Concluida
VEN00879,2025-10-03,L08,P03,VND16,5,7900,4550,0,Concluida
VEN00880,2025-11-09,L03,P06,VND05,3,13300,7700,10,Concluida
VEN00881,2025-09-03,L01,P09,VND01,2,18700,10850,0,Concluida
VEN00882,2025-05-03,L08,P04,VND16,2,9700,5600,0,Concluida
VEN00883,2025-03-04,L07,P01,VND13,5,4300,2450,10,Concluida
VEN00884,2025-09-16,L06,P04,VND12,3,9700,5600,0,Cancelada
VEN00885,2025-03-30,L06,P01,VND11,1,4300,2450,0,Concluida
VEN00886,2025-12-12,L05,P09,VND10,2,18700,10850,10,Concluida
VEN00887,2025-01-21,L02,P02,VND04,1,6100,3500,0,Concluida
VEN00888,2025-03-12,L05,P10,VND10,1,20500,11900,0,Concluida
VEN00889,2025-05-24,L01,P06,VND01,1,13300,7700,0,Concluida
VEN00890,2025-07-09,L01,P08,VND02,5,16900,9800,0,Concluida
VEN00891,2025-11-16,L02,P11,VND04,3,22300,12950,0,Concluida
VEN00892,2025-07-30,L08,P05,VND15,3,11500,6650,10,Concluida
VEN00893,2025-03-20,L04,P05,VND07,4,11500,6650,5,Concluida
VEN00894,2025-12-14,L01,P10,VND02,2,20500,11900,10,Concluida
VEN00895,2025-06-08,L03,P01,VND06,3,4300,2450,10,Concluida
VEN00896,2025-02-28,L03,P10,VND06,3,20500,11900,0,Concluida
VEN00897,2025-04-26,L03,P05,VND06,2,11500,6650,0,Concluida
VEN00898,2025-03-17,L08,P07,VND16,3,15100,8750,0,Concluida
VEN00899,2025-11-21,L06,P02,VND12,4,6100,3500,0,Concluida
VEN00900,2025-04-28,L07,P04,VND13,4,9700,5600,10,Concluida
VEN00901,2025-05-01,L04,P05,VND07,2,11500,6650,0,Cancelada
VEN00902,2025-02-20,L01,P04,VND02,2,9700,5600,0,Concluida
VEN00903,2025-03-06,L07,P11,VND13,4,22300,12950,10,Concluida
VEN00904,2025-09-21,L05,P03,VND09,4,7900,4550,0,Concluida
VEN00905,2025-11-09,L06,P07,VND12,1,15100,8750,0,Concluida
VEN00906,2025-11-24,L08,P03,VND15,5,7900,4550,0,Concluida
VEN00907,2025-05-27,L06,P12,VND12,5,24100,14000,0,Concluida
VEN00908,2025-02-12,L07,P11,VND13,1,22300,12950,0,Concluida
VEN00909,2025-08-24,L01,P01,VND01,4,4300,2450,5,Concluida
VEN00910,2025-06-06,L07,P12,VND14,2,24100,14000,0,Concluida
VEN00911,2025-08-30,L05,P03,VND09,1,7900,4550,0,Concluida
VEN00912,2025-05-15,L04,P12,VND07,2,24100,14000,0,Concluida
VEN00913,2025-06-08,L03,P08,VND05,3,16900,9800,0,Concluida
VEN00914,2025-03-26,L08,P09,VND16,1,18700,10850,5,Concluida
VEN00915,2025-11-29,L05,P07,VND09,4,15100,8750,0,Concluida
VEN00916,2025-02-28,L06,P09,VND12,1,18700,10850,10,Concluida
VEN00917,2025-06-14,L05,P10,VND10,2,20500,11900,10,Concluida
VEN00918,2025-05-26,L03,P12,VND05,5,24100,14000,0,Cancelada
VEN00919,2025-03-07,L08,P04,VND16,4,9700,5600,5,Concluida
VEN00920,2025-04-24,L01,P02,VND01,4,6100,3500,0,Concluida
VEN00921,2025-07-27,L08,P02,VND16,4,6100,3500,10,Concluida
VEN00922,2025-07-13,L06,P04,VND11,2,9700,5600,0,Concluida
VEN00923,2025-02-02,L06,P09,VND12,3,18700,10850,0,Concluida
VEN00924,2025-02-08,L03,P02,VND05,5,6100,3500,5,Concluida
VEN00925,2025-05-17,L04,P01,VND08,4,4300,2450,5,Concluida
VEN00926,2025-10-27,L03,P01,VND06,4,4300,2450,0,Concluida
VEN00927,2025-04-25,L07,P11,VND13,2,22300,12950,0,Concluida
VEN00928,2025-11-12,L06,P09,VND12,1,18700,10850,5,Concluida
VEN00929,2025-03-17,L01,P03,VND01,2,7900,4550,0,Concluida
VEN00930,2025-08-24,L05,P11,VND09,1,22300,12950,0,Concluida
VEN00931,2025-10-11,L08,P02,VND16,2,6100,3500,0,Concluida
VEN00932,2025-10-10,L05,P01,VND10,2,4300,2450,10,Concluida
VEN00933,2025-04-23,L05,P06,VND10,5,13300,7700,0,Concluida
VEN00934,2025-08-05,L06,P11,VND12,5,22300,12950,0,Concluida
VEN00935,2025-10-07,L05,P03,VND10,1,7900,4550,0,Cancelada
VEN00936,2025-01-02,L08,P04,VND16,5,9700,5600,0,Concluida
VEN00937,2025-02-07,L02,P03,VND04,2,7900,4550,5,Concluida
VEN00938,2025-08-03,L08,P09,VND16,5,18700,10850,10,Concluida
VEN00939,2025-09-30,L08,P10,VND15,1,20500,11900,5,Concluida
VEN00940,2025-12-10,L05,P01,VND10,1,4300,2450,10,Concluida
VEN00941,2025-07-13,L04,P04,VND08,1,9700,5600,0,Concluida
VEN00942,2025-04-22,L02,P11,VND04,3,22300,12950,10,Concluida
VEN00943,2025-05-28,L01,P02,VND01,3,6100,3500,10,Concluida
VEN00944,2025-10-24,L01,P07,VND02,2,15100,8750,5,Concluida
VEN00945,2025-05-01,L02,P05,VND04,3,11500,6650,5,Concluida
VEN00946,2025-08-06,L01,P01,VND01,3,4300,2450,0,Concluida
VEN00947,2025-07-01,L03,P06,VND05,2,13300,7700,0,Concluida
VEN00948,2025-11-10,L05,P10,VND10,2,20500,11900,10,Concluida
VEN00949,2025-10-18,L02,P08,VND03,1,16900,9800,0,Concluida
VEN00950,2025-05-19,L06,P05,VND11,5,11500,6650,5,Concluida
VEN00951,2025-12-22,L07,P04,VND13,3,9700,5600,0,Concluida
VEN00952,2025-02-23,L06,P05,VND11,5,11500,6650,0,Cancelada
VEN00953,2025-03-06,L02,P11,VND04,1,22300,12950,0,Concluida
VEN00954,2025-10-07,L07,P11,VND14,2,22300,12950,10,Concluida
VEN00955,2025-02-04,L02,P05,VND03,2,11500,6650,5,Concluida
VEN00956,2025-06-29,L02,P01,VND03,2,4300,2450,0,Concluida
VEN00957,2025-10-06,L03,P02,VND05,5,6100,3500,5,Concluida
VEN00958,2025-04-24,L06,P07,VND12,2,15100,8750,0,Concluida
VEN00959,2025-11-22,L03,P11,VND06,1,22300,12950,10,Concluida
VEN00960,2025-10-31,L01,P10,VND02,5,20500,11900,5,Concluida
VEN00961,2025-09-08,L02,P05,VND03,4,11500,6650,0,Concluida
VEN00962,2025-09-14,L06,P05,VND12,1,11500,6650,10,Concluida
VEN00963,2025-04-06,L07,P12,VND14,3,24100,14000,10,Concluida
VEN00964,2025-02-11,L04,P06,VND07,5,13300,7700,10,Concluida
VEN00965,2025-07-23,L04,P11,VND07,5,22300,12950,0,Concluida
VEN00966,2025-09-14,L06,P10,VND12,3,20500,11900,0,Concluida
VEN00967,2025-12-20,L08,P08,VND15,5,16900,9800,10,Concluida
VEN00968,2025-11-02,L07,P03,VND13,3,7900,4550,10,Concluida
VEN00969,2025-06-03,L04,P12,VND08,5,24100,14000,5,Cancelada
VEN00970,2025-12-17,L01,P05,VND01,2,11500,6650,5,Concluida
VEN00971,2025-01-19,L02,P11,VND04,2,22300,12950,5,Concluida
VEN00972,2025-01-06,L02,P11,VND03,3,22300,12950,0,Concluida
VEN00973,2025-10-05,L07,P08,VND14,5,16900,9800,10,Concluida
VEN00974,2025-10-16,L04,P05,VND07,5,11500,6650,10,Concluida
VEN00975,2025-03-24,L05,P11,VND09,4,22300,12950,0,Concluida
VEN00976,2025-02-14,L01,P03,VND01,2,7900,4550,0,Concluida
VEN00977,2025-07-01,L05,P09,VND09,4,18700,10850,5,Concluida
VEN00978,2025-11-27,L03,P01,VND05,5,4300,2450,5,Concluida
VEN00979,2025-04-20,L08,P03,VND15,2,7900,4550,0,Concluida
VEN00980,2025-07-15,L08,P11,VND15,3,22300,12950,5,Concluida
VEN00981,2025-07-26,L02,P08,VND03,1,16900,9800,10,Concluida
VEN00982,2025-11-09,L07,P06,VND13,2,13300,7700,0,Concluida
VEN00983,2025-08-29,L05,P06,VND09,2,13300,7700,0,Concluida
VEN00984,2025-11-14,L05,P08,VND10,3,16900,9800,0,Concluida
VEN00985,2025-01-18,L02,P09,VND03,4,18700,10850,0,Concluida
VEN00986,2025-11-16,L04,P03,VND08,5,7900,4550,10,Cancelada
VEN00987,2025-12-06,L05,P03,VND09,2,7900,4550,0,Concluida
VEN00988,2025-05-02,L02,P11,VND03,5,22300,12950,0,Concluida
VEN00989,2025-04-14,L08,P10,VND15,5,20500,11900,10,Concluida
VEN00990,2025-10-10,L01,P12,VND02,3,24100,14000,10,Concluida
VEN00991,2025-01-10,L06,P01,VND12,2,4300,2450,0,Concluida
VEN00992,2025-10-04,L01,P05,VND01,1,11500,6650,5,Concluida
VEN00993,2025-08-21,L02,P01,VND04,2,4300,2450,0,Concluida
VEN00994,2025-04-02,L05,P08,VND10,4,16900,9800,0,Concluida
VEN00995,2025-05-31,L06,P12,VND11,4,24100,14000,0,Concluida
VEN00996,2025-07-19,L01,P01,VND01,3,4300,2450,10,Concluida
VEN00997,2025-03-26,L08,P08,VND16,4,16900,9800,10,Concluida
VEN00998,2025-03-01,L01,P01,VND01,2,4300,2450,5,Concluida
VEN00999,2025-10-16,L07,P11,VND14,1,22300,12950,10,Concluida
VEN01000,2025-04-09,L05,P10,VND09,4,20500,11900,0,Concluida
VEN01001,2025-06-20,L05,P03,VND10,3,7900,4550,0,Concluida
VEN01002,2025-07-06,L07,P04,VND14,1,9700,5600,0,Concluida
VEN01003,2025-07-21,L03,P06,VND05,2,13300,7700,0,Cancelada
VEN01004,2025-10-11,L02,P12,VND04,5,24100,14000,5,Concluida
VEN01005,2025-11-18,L02,P04,VND04,5,9700,5600,5,Concluida
VEN01006,2025-02-12,L08,P01,VND16,5,4300,2450,10,Concluida
VEN01007,2025-04-21,L03,P10,VND05,2,20500,11900,10,Concluida
VEN01008,2025-06-12,L02,P03,VND04,1,7900,4550,10,Concluida
VEN01009,2025-12-18,L07,P04,VND14,5,9700,5600,0,Concluida
VEN01010,2025-08-03,L03,P08,VND06,3,16900,9800,0,Concluida
VEN01011,2025-04-22,L07,P03,VND14,4,7900,4550,5,Concluida
VEN01012,2025-09-22,L08,P11,VND15,2,22300,12950,5,Concluida
VEN01013,2025-05-05,L08,P07,VND16,2,15100,8750,0,Concluida
VEN01014,2025-11-14,L02,P10,VND04,4,20500,11900,0,Concluida
VEN01015,2025-11-04,L08,P05,VND16,3,11500,6650,0,Concluida
VEN01016,2025-09-18,L04,P11,VND08,1,22300,12950,0,Concluida
VEN01017,2025-10-13,L06,P02,VND12,5,6100,3500,5,Concluida
VEN01018,2025-02-05,L03,P06,VND06,5,13300,7700,5,Concluida
VEN01019,2025-06-29,L01,P06,VND01,1,13300,7700,5,Concluida
VEN01020,2025-09-21,L07,P04,VND13,4,9700,5600,0,Cancelada
VEN01021,2025-11-29,L05,P12,VND10,4,24100,14000,0,Concluida
VEN01022,2025-06-14,L03,P04,VND05,4,9700,5600,5,Concluida
VEN01023,2025-02-04,L03,P06,VND05,4,13300,7700,0,Concluida
VEN01024,2025-08-30,L08,P10,VND15,1,20500,11900,0,Concluida
VEN01025,2025-05-15,L02,P04,VND03,1,9700,5600,10,Concluida
VEN01026,2025-12-12,L06,P07,VND12,2,15100,8750,0,Concluida
VEN01027,2025-06-15,L05,P12,VND10,2,24100,14000,10,Concluida
VEN01028,2025-07-07,L01,P12,VND02,5,24100,14000,0,Concluida
VEN01029,2025-05-02,L01,P05,VND01,2,11500,6650,0,Concluida
VEN01030,2025-11-14,L02,P02,VND03,1,6100,3500,0,Concluida
VEN01031,2025-11-26,L03,P02,VND06,3,6100,3500,0,Concluida
VEN01032,2025-01-06,L03,P02,VND06,5,6100,3500,10,Concluida
VEN01033,2025-03-21,L01,P11,VND02,2,22300,12950,0,Concluida
VEN01034,2025-08-22,L05,P12,VND09,2,24100,14000,10,Concluida
VEN01035,2025-10-04,L04,P05,VND07,4,11500,6650,0,Concluida
VEN01036,2025-11-23,L05,P09,VND10,2,18700,10850,5,Concluida
VEN01037,2025-01-15,L06,P08,VND12,5,16900,9800,5,Cancelada
VEN01038,2025-06-15,L08,P06,VND15,1,13300,7700,5,Concluida
VEN01039,2025-07-26,L01,P09,VND01,5,18700,10850,10,Concluida
VEN01040,2025-10-20,L04,P03,VND08,3,7900,4550,5,Concluida
VEN01041,2025-06-01,L07,P07,VND14,4,15100,8750,0,Concluida
VEN01042,2025-12-01,L04,P12,VND08,3,24100,14000,5,Concluida
VEN01043,2025-02-23,L01,P02,VND02,5,6100,3500,0,Concluida
VEN01044,2025-11-26,L03,P12,VND06,4,24100,14000,0,Concluida
VEN01045,2025-04-29,L06,P07,VND12,5,15100,8750,0,Concluida
VEN01046,2025-03-05,L05,P01,VND10,4,4300,2450,0,Concluida
VEN01047,2025-03-12,L08,P10,VND16,3,20500,11900,0,Concluida
VEN01048,2025-01-11,L05,P10,VND09,4,20500,11900,0,Concluida
VEN01049,2025-03-03,L06,P09,VND11,1,18700,10850,10,Concluida
VEN01050,2025-06-07,L01,P01,VND02,3,4300,2450,5,Concluida
VEN01051,2025-01-29,L07,P07,VND13,3,15100,8750,0,Concluida
VEN01052,2025-09-13,L02,P04,VND03,4,9700,5600,0,Concluida
VEN01053,2025-08-17,L06,P02,VND12,3,6100,3500,0,Concluida
VEN01054,2025-11-28,L04,P03,VND07,3,7900,4550,0,Cancelada
VEN01055,2025-06-28,L07,P08,VND13,1,16900,9800,10,Concluida
VEN01056,2025-05-13,L08,P09,VND15,4,18700,10850,10,Concluida
VEN01057,2025-03-04,L04,P06,VND08,3,13300,7700,10,Concluida
VEN01058,2025-09-25,L07,P10,VND14,4,20500,11900,5,Concluida
VEN01059,2025-09-26,L05,P01,VND09,1,4300,2450,10,Concluida
VEN01060,2025-09-28,L06,P09,VND11,3,18700,10850,0,Concluida
VEN01061,2025-04-19,L05,P11,VND09,5,22300,12950,10,Concluida
VEN01062,2025-07-29,L04,P05,VND08,1,11500,6650,10,Concluida
VEN01063,2025-03-26,L06,P12,VND11,4,24100,14000,10,Concluida
VEN01064,2025-10-12,L02,P05,VND04,4,11500,6650,0,Concluida
VEN01065,2025-03-21,L06,P04,VND11,4,9700,5600,5,Concluida
VEN01066,2025-03-09,L02,P06,VND04,5,13300,7700,10,Concluida
VEN01067,2025-06-10,L02,P06,VND04,3,13300,7700,5,Concluida
VEN01068,2025-07-25,L05,P05,VND10,4,11500,6650,10,Concluida
VEN01069,2025-03-16,L06,P12,VND11,3,24100,14000,0,Concluida
VEN01070,2025-12-31,L05,P05,VND09,1,11500,6650,0,Concluida
VEN01071,2025-06-10,L06,P09,VND12,4,18700,10850,10,Cancelada
VEN01072,2025-05-22,L02,P02,VND03,2,6100,3500,0,Concluida
VEN01073,2025-01-30,L01,P03,VND01,4,7900,4550,5,Concluida
VEN01074,2025-02-22,L05,P07,VND09,1,15100,8750,5,Concluida
VEN01075,2025-10-15,L02,P07,VND03,5,15100,8750,0,Concluida
VEN01076,2025-12-14,L01,P02,VND02,4,6100,3500,0,Concluida
VEN01077,2025-03-10,L04,P12,VND08,2,24100,14000,0,Concluida
VEN01078,2025-09-25,L07,P02,VND14,2,6100,3500,5,Concluida
VEN01079,2025-06-25,L07,P10,VND14,5,20500,11900,0,Concluida
VEN01080,2025-11-15,L08,P05,VND15,5,11500,6650,0,Concluida
VEN01081,2025-12-30,L01,P07,VND02,2,15100,8750,0,Concluida
VEN01082,2025-11-16,L05,P09,VND10,5,18700,10850,10,Concluida
VEN01083,2025-02-27,L03,P09,VND05,4,18700,10850,10,Concluida
VEN01084,2025-05-12,L07,P05,VND14,5,11500,6650,10,Concluida
VEN01085,2025-11-09,L03,P06,VND05,5,13300,7700,10,Concluida
VEN01086,2025-10-23,L05,P06,VND10,1,13300,7700,10,Concluida
VEN01087,2025-09-08,L05,P01,VND09,4,4300,2450,5,Concluida
VEN01088,2025-12-30,L07,P12,VND14,1,24100,14000,0,Cancelada
VEN01089,2025-11-17,L03,P01,VND06,5,4300,2450,5,Concluida
VEN01090,2025-06-15,L01,P08,VND02,2,16900,9800,0,Concluida
VEN01091,2025-05-21,L04,P10,VND07,5,20500,11900,5,Concluida
VEN01092,2025-04-28,L06,P11,VND11,5,22300,12950,10,Concluida
VEN01093,2025-10-02,L05,P11,VND10,5,22300,12950,5,Concluida
VEN01094,2025-10-07,L07,P01,VND13,3,4300,2450,0,Concluida
VEN01095,2025-04-02,L05,P11,VND09,3,22300,12950,0,Concluida
VEN01096,2025-02-13,L07,P01,VND13,3,4300,2450,5,Concluida
