VendaID,Data,LojaID,ProdutoID,VendedorID,Quantidade,PrecoUnitarioCentavos,CustoUnitarioCentavos,DescontoPct,Status,ReceitaBrutaCentavos,DescontoCentavos,ReceitaLiquidaCentavos,CustoCentavos,LucroBrutoCentavos
VEN00560,2025-02-15,L01,P02,VND01,4,6100,3500,5,Concluida,24400,1220,23180,14000,9180
VEN00562,2025-09-12,L03,P09,VND06,2,18700,10850,0,Concluida,37400,0,37400,21700,15700
VEN00563,2025-07-04,L01,P01,VND02,4,4300,2450,0,Concluida,17200,0,17200,9800,7400
VEN00564,2025-10-04,L02,P01,VND03,1,4300,2450,5,Concluida,4300,215,4085,2450,1635
VEN00565,2025-10-07,L05,P11,VND10,2,22300,12950,10,Concluida,44600,4460,40140,25900,14240
VEN00566,2025-02-21,L02,P09,VND03,1,18700,10850,10,Concluida,18700,1870,16830,10850,5980
VEN00567,2025-01-23,L07,P02,VND14,4,6100,3500,5,Concluida,24400,1220,23180,14000,9180
VEN00568,2025-06-03,L01,P01,VND02,4,4300,2450,10,Concluida,17200,1720,15480,9800,5680
VEN00569,2025-02-15,L02,P02,VND03,3,6100,3500,0,Concluida,18300,0,18300,10500,7800
VEN00570,2025-08-07,L02,P02,VND04,5,6100,3500,5,Concluida,30500,1525,28975,17500,11475
VEN00571,2025-09-27,L04,P04,VND08,4,9700,5600,10,Concluida,38800,3880,34920,22400,12520
VEN00572,2025-06-03,L07,P02,VND14,2,6100,3500,0,Concluida,12200,0,12200,7000,5200
VEN00573,2025-09-20,L03,P10,VND05,3,20500,11900,5,Concluida,61500,3075,58425,35700,22725
VEN00574,2025-09-10,L01,P10,VND01,3,20500,11900,5,Concluida,61500,3075,58425,35700,22725
VEN00575,2025-07-12,L08,P08,VND15,1,16900,9800,0,Concluida,16900,0,16900,9800,7100
VEN00576,2025-05-18,L02,P03,VND04,3,7900,4550,0,Concluida,23700,0,23700,13650,10050
VEN00577,2025-04-06,L01,P02,VND01,2,6100,3500,0,Concluida,12200,0,12200,7000,5200
VEN00579,2025-04-06,L08,P01,VND16,3,4300,2450,10,Concluida,12900,1290,11610,7350,4260
VEN00580,2025-01-06,L03,P12,VND06,1,24100,14000,0,Concluida,24100,0,24100,14000,10100
VEN00581,2025-08-06,L04,P12,VND08,1,24100,14000,0,Concluida,24100,0,24100,14000,10100
VEN00582,2025-01-01,L01,P10,VND01,3,20500,11900,5,Concluida,61500,3075,58425,35700,22725
VEN00583,2025-05-14,L07,P06,VND14,3,13300,7700,0,Concluida,39900,0,39900,23100,16800
VEN00584,2025-09-23,L05,P02,VND10,3,6100,3500,5,Concluida,18300,915,17385,10500,6885
VEN00585,2025-01-09,L06,P01,VND11,2,4300,2450,0,Concluida,8600,0,8600,4900,3700
VEN00586,2025-01-25,L04,P08,VND07,1,16900,9800,10,Concluida,16900,1690,15210,9800,5410
VEN00587,2025-01-05,L01,P02,VND02,1,6100,3500,10,Concluida,6100,610,5490,3500,1990
VEN00588,2025-08-23,L05,P04,VND10,1,9700,5600,0,Concluida,9700,0,9700,5600,4100
VEN00589,2025-07-07,L03,P06,VND05,1,13300,7700,0,Concluida,13300,0,13300,7700,5600
VEN00590,2025-09-02,L08,P06,VND16,2,13300,7700,0,Concluida,26600,0,26600,15400,11200
VEN00591,2025-07-05,L04,P01,VND07,5,4300,2450,0,Concluida,21500,0,21500,12250,9250
VEN00592,2025-10-15,L05,P09,VND09,5,18700,10850,10,Concluida,93500,9350,84150,54250,29900
VEN00593,2025-08-21,L05,P12,VND10,2,24100,14000,10,Concluida,48200,4820,43380,28000,15380
VEN00594,2025-07-24,L02,P08,VND03,1,16900,9800,10,Concluida,16900,1690,15210,9800,5410
VEN00596,2025-08-15,L01,P11,VND01,4,22300,12950,0,Concluida,89200,0,89200,51800,37400
VEN00597,2025-03-16,L05,P04,VND09,3,9700,5600,0,Concluida,29100,0,29100,16800,12300
VEN00598,2025-06-09,L06,P03,VND12,4,7900,4550,5,Concluida,31600,1580,30020,18200,11820
VEN00599,2025-11-11,L02,P10,VND03,2,20500,11900,0,Concluida,41000,0,41000,23800,17200
VEN00600,2025-02-07,L08,P08,VND16,2,16900,9800,0,Concluida,33800,0,33800,19600,14200
VEN00601,2025-03-14,L04,P03,VND07,2,7900,4550,0,Concluida,15800,0,15800,9100,6700
VEN00602,2025-09-19,L03,P02,VND05,5,6100,3500,0,Concluida,30500,0,30500,17500,13000
VEN00603,2025-04-19,L03,P05,VND06,5,11500,6650,0,Concluida,57500,0,57500,33250,24250
VEN00604,2025-04-27,L05,P12,VND10,2,24100,14000,0,Concluida,48200,0,48200,28000,20200
VEN00605,2025-09-04,L05,P08,VND09,1,16900,9800,10,Concluida,16900,1690,15210,9800,5410
VEN00606,2025-04-22,L04,P02,VND07,4,6100,3500,0,Concluida,24400,0,24400,14000,10400
VEN00607,2025-01-31,L08,P02,VND16,5,6100,3500,0,Concluida,30500,0,30500,17500,13000
VEN00608,2025-11-10,L02,P05,VND04,2,11500,6650,0,Concluida,23000,0,23000,13300,9700
VEN00609,2025-04-06,L07,P10,VND13,5,20500,11900,10,Concluida,102500,10250,92250,59500,32750
VEN00610,2025-02-28,L03,P01,VND06,1,4300,2450,0,Concluida,4300,0,4300,2450,1850
VEN00611,2025-11-04,L04,P04,VND07,1,9700,5600,5,Concluida,9700,485,9215,5600,3615
VEN00613,2025-11-05,L03,P10,VND06,3,20500,11900,0,Concluida,61500,0,61500,35700,25800
VEN00614,2025-09-06,L02,P05,VND03,4,11500,6650,0,Concluida,46000,0,46000,26600,19400
VEN00615,2025-03-05,L06,P06,VND12,2,13300,7700,0,Concluida,26600,0,26600,15400,11200
VEN00616,2025-01-18,L03,P08,VND06,2,16900,9800,0,Concluida,33800,0,33800,19600,14200
VEN00617,2025-09-29,L07,P08,VND14,3,16900,9800,0,Concluida,50700,0,50700,29400,21300
VEN00618,2025-09-03,L02,P01,VND03,2,4300,2450,0,Concluida,8600,0,8600,4900,3700
VEN00619,2025-01-21,L02,P10,VND04,3,20500,11900,0,Concluida,61500,0,61500,35700,25800
VEN00620,2025-07-09,L07,P04,VND13,5,9700,5600,10,Concluida,48500,4850,43650,28000,15650
VEN00621,2025-09-22,L04,P06,VND08,5,13300,7700,0,Concluida,66500,0,66500,38500,28000
VEN00622,2025-02-25,L02,P02,VND04,3,6100,3500,0,Concluida,18300,0,18300,10500,7800
VEN00623,2025-03-31,L08,P03,VND16,3,7900,4550,0,Concluida,23700,0,23700,13650,10050
VEN00624,2025-10-23,L08,P02,VND16,2,6100,3500,0,Concluida,12200,0,12200,7000,5200
VEN00625,2025-12-31,L06,P02,VND11,3,6100,3500,0,Concluida,18300,0,18300,10500,7800
VEN00626,2025-06-30,L04,P01,VND08,3,4300,2450,10,Concluida,12900,1290,11610,7350,4260
VEN00627,2025-01-07,L08,P04,VND16,1,9700,5600,10,Concluida,9700,970,8730,5600,3130
VEN00628,2025-07-21,L03,P05,VND06,3,11500,6650,0,Concluida,34500,0,34500,19950,14550
VEN00630,2025-06-19,L06,P05,VND11,1,11500,6650,5,Concluida,11500,575,10925,6650,4275
VEN00631,2025-06-05,L08,P07,VND15,3,15100,8750,0,Concluida,45300,0,45300,26250,19050
VEN00632,2025-11-14,L05,P05,VND10,1,11500,6650,0,Concluida,11500,0,11500,6650,4850
VEN00633,2025-12-29,L08,P12,VND15,1,24100,14000,10,Concluida,24100,2410,21690,14000,7690
VEN00634,2025-03-11,L06,P01,VND12,1,4300,2450,0,Concluida,4300,0,4300,2450,1850
VEN00635,2025-02-16,L01,P10,VND02,3,20500,11900,10,Concluida,61500,6150,55350,35700,19650
VEN00636,2025-02-25,L02,P05,VND04,2,11500,6650,0,Concluida,23000,0,23000,13300,9700
VEN00637,2025-10-09,L02,P03,VND04,1,7900,4550,0,Concluida,7900,0,7900,4550,3350
VEN00638,2025-10-03,L02,P10,VND03,4,20500,11900,0,Concluida,82000,0,82000,47600,34400
VEN00639,2025-04-11,L08,P10,VND15,1,20500,11900,0,Concluida,20500,0,20500,11900,8600
VEN00640,2025-01-01,L04,P07,VND08,1,15100,8750,0,Concluida,15100,0,15100,8750,6350
VEN00641,2025-08-16,L08,P09,VND16,4,18700,10850,0,Concluida,74800,0,74800,43400,31400
VEN00642,2025-09-26,L08,P01,VND15,1,4300,2450,5,Concluida,4300,215,4085,2450,1635
VEN00643,2025-12-19,L05,P08,VND10,1,16900,9800,0,Concluida,16900,0,16900,9800,7100
VEN00644,2025-07-12,L02,P03,VND04,2,7900,4550,5,Concluida,15800,790,15010,9100,5910
VEN00645,2025-09-03,L03,P05,VND05,5,11500,6650,10,Concluida,57500,5750,51750,33250,18500
VEN00647,2025-05-19,L01,P06,VND02,5,13300,7700,0,Concluida,66500,0,66500,38500,28000
VEN00648,2025-09-11,L03,P02,VND06,2,6100,3500,0,Concluida,12200,0,12200,7000,5200
VEN00649,2025-04-26,L05,P05,VND09,4,11500,6650,0,Concluida,46000,0,46000,26600,19400
VEN00650,2025-11-22,L04,P10,VND07,1,20500,11900,10,Concluida,20500,2050,18450,11900,6550
VEN00651,2025-01-28,L02,P11,VND03,2,22300,12950,5,Concluida,44600,2230,42370,25900,16470
VEN00652,2025-05-12,L06,P02,VND11,1,6100,3500,5,Concluida,6100,305,5795,3500,2295
VEN00653,2025-05-09,L07,P07,VND13,2,15100,8750,0,Concluida,30200,0,30200,17500,12700
VEN00654,2025-08-23,L01,P12,VND02,3,24100,14000,5,Concluida,72300,3615,68685,42000,26685
VEN00655,2025-05-09,L08,P11,VND15,1,22300,12950,10,Concluida,22300,2230,20070,12950,7120
VEN00656,2025-11-17,L01,P05,VND01,1,11500,6650,5,Concluida,11500,575,10925,6650,4275
VEN00657,2025-07-03,L03,P08,VND05,1,16900,9800,10,Concluida,16900,1690,15210,9800,5410
VEN00658,2025-03-22,L07,P12,VND13,2,24100,14000,0,Concluida,48200,0,48200,28000,20200
VEN00659,2025-12-26,L06,P09,VND12,2,18700,10850,10,Concluida,37400,3740,33660,21700,11960
VEN00660,2025-05-07,L07,P04,VND13,4,9700,5600,5,Concluida,38800,1940,36860,22400,14460
VEN00661,2025-10-03,L07,P11,VND13,5,22300,12950,10,Concluida,111500,11150,100350,64750,35600
VEN00662,2025-07-15,L05,P07,VND10,2,15100,8750,0,Concluida,30200,0,30200,17500,12700
VEN00664,2025-08-10,L02,P09,VND03,5,18700,10850,0,Concluida,93500,0,93500,54250,39250
VEN00665,2025-07-16,L01,P01,VND01,1,4300,2450,0,Concluida,4300,0,4300,2450,1850
VEN00666,2025-09-04,L05,P02,VND09,3,6100,3500,10,Concluida,18300,1830,16470,10500,5970
VEN00667,2025-01-01,L02,P04,VND04,1,9700,5600,0,Concluida,9700,0,9700,5600,4100
VEN00668,2025-07-21,L08,P03,VND16,4,7900,4550,10,Concluida,31600,3160,28440,18200,10240
VEN00669,2025-06-01,L02,P10,VND03,3,20500,11900,10,Concluida,61500,6150,55350,35700,19650
VEN00670,2025-02-11,L01,P01,VND01,2,4300,2450,0,Concluida,8600,0,8600,4900,3700
VEN00671,2025-12-08,L01,P02,VND01,2,6100,3500,5,Concluida,12200,610,11590,7000,4590
VEN00672,2025-02-26,L08,P12,VND16,5,24100,14000,0,Concluida,120500,0,120500,70000,50500
VEN00673,2025-04-25,L02,P09,VND03,3,18700,10850,5,Concluida,56100,2805,53295,32550,20745
VEN00674,2025-04-19,L01,P09,VND01,3,18700,10850,10,Concluida,56100,5610,50490,32550,17940
VEN00675,2025-11-02,L06,P10,VND11,5,20500,11900,0,Concluida,102500,0,102500,59500,43000
VEN00676,2025-12-20,L04,P07,VND08,4,15100,8750,0,Concluida,60400,0,60400,35000,25400
VEN00677,2025-06-08,L07,P07,VND13,3,15100,8750,0,Concluida,45300,0,45300,26250,19050
VEN00678,2025-11-16,L07,P05,VND13,3,11500,6650,0,Concluida,34500,0,34500,19950,14550
VEN00679,2025-07-30,L01,P01,VND02,3,4300,2450,10,Concluida,12900,1290,11610,7350,4260
VEN00681,2025-05-12,L08,P08,VND15,3,16900,9800,5,Concluida,50700,2535,48165,29400,18765
VEN00682,2025-05-07,L04,P11,VND07,2,22300,12950,5,Concluida,44600,2230,42370,25900,16470
VEN00683,2025-03-15,L08,P02,VND15,5,6100,3500,5,Concluida,30500,1525,28975,17500,11475
VEN00684,2025-02-26,L05,P04,VND10,1,9700,5600,0,Concluida,9700,0,9700,5600,4100
VEN00685,2025-09-30,L01,P04,VND01,1,9700,5600,0,Concluida,9700,0,9700,5600,4100
VEN00686,2025-09-17,L01,P08,VND01,4,16900,9800,10,Concluida,67600,6760,60840,39200,21640
VEN00687,2025-10-16,L06,P04,VND11,1,9700,5600,0,Concluida,9700,0,9700,5600,4100
VEN00688,2025-05-09,L05,P03,VND09,5,7900,4550,5,Concluida,39500,1975,37525,22750,14775
VEN00689,2025-09-12,L02,P03,VND04,1,7900,4550,0,Concluida,7900,0,7900,4550,3350
VEN00690,2025-05-05,L01,P06,VND01,2,13300,7700,10,Concluida,26600,2660,23940,15400,8540
VEN00691,2025-07-07,L05,P04,VND09,2,9700,5600,0,Concluida,19400,0,19400,11200,8200
VEN00692,2025-03-15,L06,P08,VND12,3,16900,9800,10,Concluida,50700,5070,45630,29400,16230
VEN00693,2025-05-04,L02,P10,VND04,2,20500,11900,0,Concluida,41000,0,41000,23800,17200
VEN00694,2025-04-25,L08,P12,VND15,2,24100,14000,5,Concluida,48200,2410,45790,28000,17790
VEN00695,2025-06-13,L02,P04,VND04,3,9700,5600,0,Concluida,29100,0,29100,16800,12300
VEN00696,2025-02-21,L03,P05,VND05,4,11500,6650,10,Concluida,46000,4600,41400,26600,14800
VEN00698,2025-10-27,L05,P06,VND10,3,13300,7700,0,Concluida,39900,0,39900,23100,16800
VEN00699,2025-05-18,L03,P01,VND05,4,4300,2450,0,Concluida,17200,0,17200,9800,7400
VEN00700,2025-03-21,L08,P04,VND16,4,9700,5600,10,Concluida,38800,3880,34920,22400,12520
VEN00701,2025-11-21,L06,P04,VND12,2,9700,5600,0,Concluida,19400,0,19400,11200,8200
VEN00702,2025-06-24,L03,P10,VND05,3,20500,11900,0,Concluida,61500,0,61500,35700,25800
VEN00703,2025-10-14,L03,P08,VND06,3,16900,9800,0,Concluida,50700,0,50700,29400,21300
VEN00704,2025-07-15,L04,P08,VND08,2,16900,9800,10,Concluida,33800,3380,30420,19600,10820
VEN00705,2025-09-02,L02,P05,VND04,3,11500,6650,10,Concluida,34500,3450,31050,19950,11100
VEN00706,2025-06-22,L02,P10,VND03,2,20500,11900,10,Concluida,41000,4100,36900,23800,13100
VEN00707,2025-11-19,L08,P06,VND15,1,13300,7700,0,Concluida,13300,0,13300,7700,5600
VEN00708,2025-01-17,L07,P04,VND14,3,9700,5600,0,Concluida,29100,0,29100,16800,12300
VEN00709,2025-04-17,L02,P09,VND03,5,18700,10850,0,Concluida,93500,0,93500,54250,39250
VEN00710,2025-08-08,L08,P01,VND16,3,4300,2450,10,Concluida,12900,1290,11610,7350,4260
VEN00711,2025-02-26,L07,P04,VND13,2,9700,5600,0,Concluida,19400,0,19400,11200,8200
VEN00712,2025-10-20,L08,P11,VND15,3,22300,12950,10,Concluida,66900,6690,60210,38850,21360
VEN00713,2025-10-31,L08,P11,VND15,2,22300,12950,5,Concluida,44600,2230,42370,25900,16470
VEN00715,2025-01-25,L03,P04,VND06,2,9700,5600,0,Concluida,19400,0,19400,11200,8200
VEN00716,2025-05-31,L05,P12,VND10,5,24100,14000,0,Concluida,120500,0,120500,70000,50500
VEN00717,2025-06-21,L02,P11,VND04,1,22300,12950,10,Concluida,22300,2230,20070,12950,7120
VEN00718,2025-02-02,L04,P03,VND08,4,7900,4550,0,Concluida,31600,0,31600,18200,13400
VEN00719,2025-12-13,L03,P11,VND05,4,22300,12950,5,Concluida,89200,4460,84740,51800,32940
VEN00720,2025-08-17,L08,P02,VND16,2,6100,3500,5,Concluida,12200,610,11590,7000,4590
VEN00721,2025-10-21,L08,P11,VND16,2,22300,12950,0,Concluida,44600,0,44600,25900,18700
VEN00722,2025-10-16,L05,P10,VND09,1,20500,11900,5,Concluida,20500,1025,19475,11900,7575
VEN00723,2025-12-07,L02,P02,VND04,5,6100,3500,10,Concluida,30500,3050,27450,17500,9950
VEN00724,2025-12-09,L08,P12,VND15,4,24100,14000,0,Concluida,96400,0,96400,56000,40400
VEN00725,2025-04-12,L04,P02,VND08,3,6100,3500,0,Concluida,18300,0,18300,10500,7800
VEN00726,2025-01-12,L06,P04,VND11,5,9700,5600,0,Concluida,48500,0,48500,28000,20500
VEN00727,2025-11-12,L05,P08,VND09,4,16900,9800,0,Concluida,67600,0,67600,39200,28400
VEN00728,2025-07-01,L04,P06,VND07,3,13300,7700,0,Concluida,39900,0,39900,23100,16800
VEN00729,2025-08-26,L07,P07,VND13,1,15100,8750,0,Concluida,15100,0,15100,8750,6350
VEN00730,2025-08-12,L03,P03,VND06,2,7900,4550,10,Concluida,15800,1580,14220,9100,5120
VEN00732,2025-05-08,L02,P02,VND04,5,6100,3500,0,Concluida,30500,0,30500,17500,13000
VEN00733,2025-09-26,L04,P04,VND08,2,9700,5600,10,Concluida,19400,1940,17460,11200,6260
VEN00734,2025-10-06,L02,P05,VND03,3,11500,6650,10,Concluida,34500,3450,31050,19950,11100
VEN00735,2025-08-24,L01,P11,VND02,1,22300,12950,10,Concluida,22300,2230,20070,12950,7120
VEN00736,2025-11-22,L04,P08,VND08,1,16900,9800,10,Concluida,16900,1690,15210,9800,5410
VEN00737,2025-05-21,L03,P01,VND05,3,4300,2450,0,Concluida,12900,0,12900,7350,5550
VEN00738,2025-01-24,L03,P03,VND06,4,7900,4550,5,Concluida,31600,1580,30020,18200,11820
VEN00739,2025-10-24,L05,P09,VND09,3,18700,10850,5,Concluida,56100,2805,53295,32550,20745
VEN00740,2025-12-18,L03,P05,VND05,2,11500,6650,5,Concluida,23000,1150,21850,13300,8550
VEN00741,2025-10-09,L08,P04,VND15,5,9700,5600,0,Concluida,48500,0,48500,28000,20500
VEN00742,2025-12-12,L07,P12,VND14,3,24100,14000,0,Concluida,72300,0,72300,42000,30300
VEN00743,2025-02-02,L06,P04,VND12,2,9700,5600,5,Concluida,19400,970,18430,11200,7230
VEN00744,2025-03-08,L05,P06,VND09,2,13300,7700,5,Concluida,26600,1330,25270,15400,9870
VEN00745,2025-09-04,L01,P02,VND01,4,6100,3500,10,Concluida,24400,2440,21960,14000,7960
VEN00746,2025-09-06,L08,P10,VND16,2,20500,11900,10,Concluida,41000,4100,36900,23800,13100
VEN00747,2025-10-08,L04,P11,VND08,5,22300,12950,0,Concluida,111500,0,111500,64750,46750
VEN00749,2025-11-09,L06,P05,VND12,4,11500,6650,0,Concluida,46000,0,46000,26600,19400
VEN00750,2025-11-09,L08,P04,VND16,4,9700,5600,0,Concluida,38800,0,38800,22400,16400
VEN00751,2025-03-02,L01,P12,VND02,1,24100,14000,5,Concluida,24100,1205,22895,14000,8895
VEN00752,2025-01-10,L02,P02,VND03,5,6100,3500,0,Concluida,30500,0,30500,17500,13000
VEN00753,2025-05-08,L02,P07,VND03,1,15100,8750,0,Concluida,15100,0,15100,8750,6350
VEN00754,2025-07-14,L08,P02,VND15,2,6100,3500,5,Concluida,12200,610,11590,7000,4590
VEN00755,2025-03-03,L04,P03,VND08,3,7900,4550,0,Concluida,23700,0,23700,13650,10050
VEN00756,2025-07-26,L03,P04,VND05,3,9700,5600,0,Concluida,29100,0,29100,16800,12300
VEN00757,2025-04-05,L07,P07,VND13,3,15100,8750,5,Concluida,45300,2265,43035,26250,16785
VEN00758,2025-12-24,L02,P09,VND04,5,18700,10850,5,Concluida,93500,4675,88825,54250,34575
VEN00759,2025-02-25,L07,P01,VND13,5,4300,2450,10,Concluida,21500,2150,19350,12250,7100
VEN00760,2025-05-24,L04,P10,VND08,3,20500,11900,0,Concluida,61500,0,61500,35700,25800
VEN00761,2025-10-24,L06,P12,VND11,2,24100,14000,0,Concluida,48200,0,48200,28000,20200
VEN00762,2025-06-02,L08,P04,VND16,5,9700,5600,5,Concluida,48500,2425,46075,28000,18075
VEN00763,2025-09-16,L03,P04,VND05,3,9700,5600,0,Concluida,29100,0,29100,16800,12300
VEN00764,2025-03-11,L06,P09,VND12,3,18700,10850,0,Concluida,56100,0,56100,32550,23550
VEN00766,2025-01-31,L06,P06,VND11,3,13300,7700,0,Concluida,39900,0,39900,23100,16800
VEN00767,2025-01-11,L01,P09,VND02,4,18700,10850,5,Concluida,74800,3740,71060,43400,27660
VEN00768,2025-02-26,L08,P05,VND16,1,11500,6650,0,Concluida,11500,0,11500,6650,4850
VEN00769,2025-03-24,L02,P09,VND03,5,18700,10850,0,Concluida,93500,0,93500,54250,39250
VEN00770,2025-06-17,L05,P12,VND09,1,24100,14000,0,Concluida,24100,0,24100,14000,10100
VEN00771,2025-07-09,L04,P08,VND07,1,16900,9800,0,Concluida,16900,0,16900,9800,7100
VEN00772,2025-03-14,L02,P05,VND03,4,11500,6650,10,Concluida,46000,4600,41400,26600,14800
VEN00773,2025-02-05,L04,P09,VND07,5,18700,10850,5,Concluida,93500,4675,88825,54250,34575
VEN00774,2025-08-19,L08,P11,VND15,2,22300,12950,10,Concluida,44600,4460,40140,25900,14240
VEN00775,2025-02-28,L08,P04,VND15,4,9700,5600,10,Concluida,38800,3880,34920,22400,12520
VEN00776,2025-04-10,L05,P08,VND09,3,16900,9800,0,Concluida,50700,0,50700,29400,21300
VEN00777,2025-01-18,L06,P02,VND12,5,6100,3500,0,Concluida,30500,0,30500,17500,13000
VEN00778,2025-03-30,L01,P04,VND01,2,9700,5600,0,Concluida,19400,0,19400,11200,8200
VEN00779,2025-07-22,L07,P05,VND14,5,11500,6650,10,Concluida,57500,5750,51750,33250,18500
VEN00780,2025-06-28,L07,P04,VND13,2,9700,5600,5,Concluida,19400,970,18430,11200,7230
VEN00781,2025-11-17,L05,P09,VND09,1,18700,10850,10,Concluida,18700,1870,16830,10850,5980
VEN00783,2025-04-08,L02,P11,VND03,3,22300,12950,5,Concluida,66900,3345,63555,38850,24705
VEN00784,2025-03-30,L07,P02,VND13,3,6100,3500,0,Concluida,18300,0,18300,10500,7800
VEN00785,2025-06-12,L03,P12,VND05,5,24100,14000,0,Concluida,120500,0,120500,70000,50500
VEN00786,2025-05-16,L04,P11,VND08,1,22300,12950,5,Concluida,22300,1115,21185,12950,8235
VEN00787,2025-10-21,L04,P01,VND08,5,4300,2450,0,Concluida,21500,0,21500,12250,9250
VEN00788,2025-01-09,L06,P12,VND12,5,24100,14000,0,Concluida,120500,0,120500,70000,50500
VEN00789,2025-07-27,L04,P09,VND07,2,18700,10850,0,Concluida,37400,0,37400,21700,15700
VEN00790,2025-12-03,L06,P05,VND12,2,11500,6650,0,Concluida,23000,0,23000,13300,9700
VEN00791,2025-10-04,L05,P10,VND10,3,20500,11900,5,Concluida,61500,3075,58425,35700,22725
VEN00792,2025-09-04,L08,P04,VND15,5,9700,5600,5,Concluida,48500,2425,46075,28000,18075
VEN00793,2025-02-16,L07,P03,VND13,2,7900,4550,5,Concluida,15800,790,15010,9100,5910
VEN00794,2025-04-07,L06,P10,VND12,5,20500,11900,10,Concluida,102500,10250,92250,59500,32750
VEN00795,2025-09-26,L07,P12,VND13,3,24100,14000,0,Concluida,72300,0,72300,42000,30300
VEN00796,2025-08-15,L01,P08,VND02,4,16900,9800,0,Concluida,67600,0,67600,39200,28400
VEN00797,2025-10-09,L03,P02,VND05,1,6100,3500,10,Concluida,6100,610,5490,3500,1990
VEN00798,2025-04-25,L03,P04,VND06,3,9700,5600,10,Concluida,29100,2910,26190,16800,9390
VEN00800,2025-06-15,L04,P11,VND07,5,22300,12950,5,Concluida,111500,5575,105925,64750,41175
VEN00801,2025-08-27,L04,P04,VND08,4,9700,5600,0,Concluida,38800,0,38800,22400,16400
VEN00802,2025-04-14,L01,P11,VND01,5,22300,12950,0,Concluida,111500,0,111500,64750,46750
VEN00803,2025-08-18,L06,P04,VND12,5,9700,5600,0,Concluida,48500,0,48500,28000,20500
VEN00804,2025-08-06,L01,P08,VND01,1,16900,9800,5,Concluida,16900,845,16055,9800,6255
VEN00805,2025-04-08,L01,P11,VND01,2,22300,12950,0,Concluida,44600,0,44600,25900,18700
VEN00806,2025-09-05,L05,P03,VND10,1,7900,4550,0,Concluida,7900,0,7900,4550,3350
VEN00807,2025-05-09,L07,P02,VND14,3,6100,3500,5,Concluida,18300,915,17385,10500,6885
VEN00808,2025-12-23,L05,P03,VND09,4,7900,4550,0,Concluida,31600,0,31600,18200,13400
VEN00809,2025-07-13,L04,P03,VND08,3,7900,4550,10,Concluida,23700,2370,21330,13650,7680
VEN00810,2025-07-13,L02,P11,VND04,1,22300,12950,0,Concluida,22300,0,22300,12950,9350
VEN00811,2025-09-19,L04,P09,VND07,5,18700,10850,10,Concluida,93500,9350,84150,54250,29900
VEN00812,2025-11-01,L08,P12,VND15,1,24100,14000,5,Concluida,24100,1205,22895,14000,8895
VEN00813,2025-07-22,L02,P11,VND03,2,22300,12950,10,Concluida,44600,4460,40140,25900,14240
VEN00814,2025-12-09,L03,P11,VND06,4,22300,12950,5,Concluida,89200,4460,84740,51800,32940
VEN00815,2025-12-24,L01,P06,VND01,4,13300,7700,0,Concluida,53200,0,53200,30800,22400
VEN00817,2025-05-24,L02,P05,VND03,2,11500,6650,10,Concluida,23000,2300,20700,13300,7400
VEN00818,2025-12-17,L08,P12,VND15,1,24100,14000,5,Concluida,24100,1205,22895,14000,8895
VEN00819,2025-09-12,L06,P06,VND11,2,13300,7700,10,Concluida,26600,2660,23940,15400,8540
VEN00820,2025-02-19,L08,P08,VND16,4,16900,9800,0,Concluida,67600,0,67600,39200,28400
VEN00821,2025-07-31,L06,P07,VND12,2,15100,8750,0,Concluida,30200,0,30200,17500,12700
VEN00822,2025-05-27,L06,P02,VND12,5,6100,3500,0,Concluida,30500,0,30500,17500,13000
VEN00823,2025-02-17,L03,P08,VND06,5,16900,9800,10,Concluida,84500,8450,76050,49000,27050
VEN00824,2025-07-23,L07,P08,VND13,1,16900,9800,0,Concluida,16900,0,16900,9800,7100
VEN00825,2025-09-23,L05,P06,VND10,3,13300,7700,10,Concluida,39900,3990,35910,23100,12810
VEN00826,2025-06-12,L04,P09,VND08,1,18700,10850,5,Concluida,18700,935,17765,10850,6915
VEN00827,2025-07-28,L07,P01,VND13,4,4300,2450,10,Concluida,17200,1720,15480,9800,5680
VEN00828,2025-04-22,L06,P05,VND11,4,11500,6650,0,Concluida,46000,0,46000,26600,19400
VEN00829,2025-01-11,L04,P12,VND08,5,24100,14000,0,Concluida,120500,0,120500,70000,50500
VEN00830,2025-01-27,L03,P10,VND06,1,20500,11900,0,Concluida,20500,0,20500,11900,8600
VEN00831,2025-06-17,L01,P12,VND01,3,24100,14000,5,Concluida,72300,3615,68685,42000,26685
VEN00832,2025-11-12,L03,P07,VND05,1,15100,8750,10,Concluida,15100,1510,13590,8750,4840
VEN00834,2025-02-19,L04,P02,VND07,1,6100,3500,0,Concluida,6100,0,6100,3500,2600
VEN00835,2025-10-29,L02,P11,VND03,1,22300,12950,0,Concluida,22300,0,22300,12950,9350
VEN00836,2025-12-22,L05,P11,VND10,2,22300,12950,0,Concluida,44600,0,44600,25900,18700
VEN00837,2025-05-23,L04,P11,VND07,3,22300,12950,5,Concluida,66900,3345,63555,38850,24705
VEN00838,2025-01-18,L02,P04,VND03,4,9700,5600,5,Concluida,38800,1940,36860,22400,14460
VEN00839,2025-05-15,L06,P11,VND11,2,22300,12950,0,Concluida,44600,0,44600,25900,18700
VEN00840,2025-09-10,L07,P06,VND14,1,13300,7700,0,Concluida,13300,0,13300,7700,5600
